"","name","inDegree1","outDegree1","TotalDegree","betweenness1","inCloseness1","outCloseness1","inDegreeR","outDegreeR","TotalDegreeR","betweennessR","inClosenessR","outClosenessR","inDegreeM","outDegreeM","TotalDegreeM","betweennessM","inClosenessM","outClosenessM","inDegreeE","outDegreeE","TotalDegreeE","betweennessE","inClosenessE","outClosenessE"
"1","ActionS, Inc. of Brazoria County",1,8,9,1.27056327246276e-05,0.00125944584382872,0.00127064803049555,0,2,2,0,0.00268096514745308,0.00269541778975741,0,2,2,0,0.00198412698412698,0.00199203187250996,0,2,2,0,0.00420168067226891,0.00423728813559322
"2","Air Alliance Houston",3,0,3,0,0.00146025136921555,0.00125786163522013,1,0,1,0,0.00270266343122012,0.00268096514745308,1,0,1,0,0.00223282654533348,0.00198412698412698,2,0,2,0,0.00440193164933135,0.00420168067226891
"3","Air Quality Coalition",1,0,1,0,0.00145731124240372,0.00125786163522013,1,0,1,0,0.00269539825958424,0.00268096514745308,1,0,1,0,0.00199202398349353,0.00198412698412698,1,0,1,0,0.00421940928270042,0.00420168067226891
"4","Alliance for a Clean Texas",1,0,1,0,0.00145661346541919,0.00125786163522013,1,0,1,0,0.00304468816500246,0.00268096514745308,1,0,1,0,0.0022346716187819,0.00198412698412698,1,0,1,0,0.00438377448532268,0.00420168067226891
"5","Altrusa International of Greenville",1,8,9,9.52922454347073e-06,0.00125944584382872,0.00127064803049555,0,1,1,0,0.00268096514745308,0.00268817204301075,1,0,1,0,0.00198807157057654,0.00198412698412698,0,4,4,0,0.00420168067226891,0.00427350427350427
"6","Amarillo Area Foundation",2,9,11,2.85876736304122e-05,0.00126103404791929,0.00127226463104326,2,4,6,5.79659739732777e-05,0.00269541778975741,0.002710027100271,2,1,3,7.92060386683881e-06,0.00199203187250996,0.00198807157057654,1,4,5,7.15154115711936e-05,0.00421940928270042,0.00427350427350427
"7","American Alliance of Museums",2,0,2,0,0.00126421847733323,0.00125786163522013,2,0,2,0,0.00269541778975741,0.00268096514745308,1,0,1,0,0.00199202398349353,0.00198412698412698,1,0,1,0,0.00421940928270042,0.00420168067226891
"8","American Council for an Energy-Efficient Economy",1,0,1,0,0.00145617802785078,0.00125786163522013,1,0,1,0,0.00304376641547412,0.00268096514745308,1,0,1,0,0.00223389750718356,0.00198412698412698,1,0,1,0,0.00438312589003347,0.00420168067226891
"9","American Institute of Architects",2,0,2,0,0.00145733531560303,0.00125786163522013,1,0,1,0,0.00268817204301075,0.00268096514745308,1,0,1,0,0.00198807157057654,0.00198412698412698,1,0,1,0,0.00421940928270042,0.00420168067226891
"10","American Institute of Certified Planners",1,0,1,0,0.00145731124240372,0.00125786163522013,1,0,1,0,0.00269539825958424,0.00268096514745308,1,0,1,0,0.00199202398349353,0.00198412698412698,1,0,1,0,0.00421940928270042,0.00420168067226891
"11","American Planning Association, Texas Chapter",1,9,10,0.000956628263891756,0.00145548133537663,0.0012902995152439,1,4,5,2.17372402399791e-05,0.00268817204301075,0.002710027100271,1,4,5,1.18809058002582e-05,0.00198807157057654,0.00200801609606541,0,3,3,0,0.00420168067226891,0.00425531914893617
"12","American Public Gardens Association",1,9,10,0.000652751881227745,0.00125944584382872,0.00258297061138979,0,6,6,0,0.00268096514745308,0.00380088278567925,0,3,3,0,0.00198412698412698,0.00199600798403194,0,1,1,0,0.00420168067226891,0.00421940928270042
"13","American Water Works Association",2,0,2,0,0.00146115427507241,0.00125786163522013,1,0,1,0,0.00268817204301075,0.00268096514745308,1,0,1,0,0.00198807157057654,0.00198412698412698,1,0,1,0,0.00421940928270042,0.00420168067226891
"14","AmeriCorps",1,0,1,0,0.00125944584382872,0.00125786163522013,1,0,1,0,0.00268817204301075,0.00268096514745308,1,0,1,0,0.00198807157057654,0.00198412698412698,1,0,1,0,0.00421940928270042,0.00420168067226891
"15","AmeriCorps VISTA grantees",1,0,1,0,0.00125944584382872,0.00125786163522013,1,0,1,0,0.00268817204301075,0.00268096514745308,1,0,1,0,0.00198807157057654,0.00198412698412698,1,0,1,0,0.00421940928270042,0.00420168067226891
"16","Arbor Day Foundation",1,0,1,0,0.00145496658524473,0.00125786163522013,1,0,1,0,0.00268817204301075,0.00268096514745308,1,0,1,0,0.00198807157057654,0.00198412698412698,1,0,1,0,0.00425508994936982,0.00420168067226891
"17","Area Agency on Aging",1,0,1,0,0.00145731124240372,0.00125786163522013,1,0,1,0,0.00269539825958424,0.00268096514745308,1,0,1,0,0.00199202398349353,0.00198412698412698,1,0,1,0,0.00421940928270042,0.00420168067226891
"18","Armand Bayou Nature Center",1,8,9,0.000995138431649973,0.00145658941606174,0.00127064803049555,0,5,5,0,0.00268096514745308,0.00271739130434783,0,5,5,0,0.00198412698412698,0.00200400801603206,0,4,4,0,0.00420168067226891,0.00427350427350427
"19","Audubon Texas",8,0,8,0,0.00145906799734648,0.00125786163522013,1,0,1,0,0.00268817204301075,0.00268096514745308,2,0,2,0,0.00199203187250996,0.00198412698412698,1,0,1,0,0.00421940928270042,0.00420168067226891
"20","AURA",3,0,3,0,0.00126262626262626,0.00125786163522013,2,0,2,0,0.00269541778975741,0.00268096514745308,1,0,1,0,0.00198807157057654,0.00198412698412698,1,0,1,0,0.00421940928270042,0.00420168067226891
"21","Austin Creative Reuse",1,9,10,2.22348572680984e-05,0.00125944584382872,0.00128533039790203,1,0,1,0,0.00268817204301075,0.00268096514745308,1,5,6,3.9603019334194e-05,0.00198807157057654,0.00203659390803341,1,0,1,0,0.00421940928270042,0.00420168067226891
"22","Austin Independent School District",5,0,5,0,0.00146873843877174,0.00125786163522013,2,0,2,0,0.00270268306681875,0.00268096514745308,2,0,2,0,0.00202415301470026,0.00198412698412698,3,0,3,0,0.00438482886216466,0.00420168067226891
"23","Austin Outside",3,0,3,0,0.00145693687279693,0.00125786163522013,1,0,1,0,0.00304366680030437,0.00268096514745308,3,0,3,0,0.00224074412305828,0.00198412698412698,1,0,1,0,0.00423721237909642,0.00420168067226891
"24","Austin Parks Foundation",4,0,4,0,0.0014590036511842,0.00125786163522013,1,0,1,0,0.00268817204301075,0.00268096514745308,1,0,1,0,0.00224022518048733,0.00198412698412698,1,0,1,0,0.00434694888208213,0.00420168067226891
"25","AVANCE",1,0,1,0,0.001457664395721,0.00125786163522013,1,0,1,0,0.00268817204301075,0.00268096514745308,1,0,1,0,0.00201595934415191,0.00198412698412698,1,0,1,0,0.00430932596323436,0.00420168067226891
"26","Bayou City Waterkeeper",2,10,12,0.00125162393868262,0.00145492392800142,0.00252865436734278,1,10,11,0.000173897921919833,0.00270266343122012,0.00279319122096996,1,10,11,0.000739388370969403,0.00202006409587072,0.00207880446013076,0,5,5,0,0.00420168067226891,0.00431026643630081
"27","Boy Scouts of America",3,0,3,0,0.00126422049024369,0.00125786163522013,1,0,1,0,0.00268817204301075,0.00268096514745308,2,0,2,0,0.00199203187250996,0.00198412698412698,1,0,1,0,0.00421940928270042,0.00420168067226891
"28","Cap Metro",3,0,3,0,0.00146964099298866,0.00125786163522013,1,0,1,0,0.00268817204301075,0.00268096514745308,3,0,3,0,0.00226558206992226,0.00198412698412698,1,0,1,0,0.00423721237909642,0.00420168067226891
"29","Casting for Recovery",1,0,1,0,0.00126103204514304,0.00125786163522013,1,0,1,0,0.00268817204301075,0.00268096514745308,1,0,1,0,0.00198807157057654,0.00198412698412698,1,0,1,0,0.00421940928270042,0.00420168067226891
"30","Citizens' Environmental Coalition Educational Fund",2,9,11,0.0024415200221452,0.00145403136605697,0.0025339805515397,2,9,11,0.000995324078099489,0.00269541778975741,0.00392235425607069,2,3,5,0.000747308974836241,0.00201605630528624,0.00208730148849909,1,0,1,0,0.00429145692246406,0.00420168067226891
"31","City Forest Credits",1,0,1,0,0.00145496658524473,0.00125786163522013,1,0,1,0,0.00268817204301075,0.00268096514745308,1,0,1,0,0.00198807157057654,0.00198412698412698,1,0,1,0,0.00425508994936982,0.00420168067226891
"32","City of Austin",6,0,6,0,0.00146559632604165,0.00125786163522013,4,0,4,0,0.00307399909102177,0.00268096514745308,4,0,4,0,0.00225075062309548,0.00198412698412698,1,0,1,0,0.00434694888208213,0.00420168067226891
"33","City of Austin Office of Sustainability",3,0,3,0,0.00145837657340281,0.00125786163522013,1,0,1,0,0.00268817204301075,0.00268096514745308,3,0,3,0,0.00201606438580178,0.00198412698412698,1,0,1,0,0.00421940928270042,0.00420168067226891
"34","City of Austin Watershed Protection Department",3,0,3,0,0.00145804181678621,0.00125786163522013,1,0,1,0,0.0027026437959068,0.00268096514745308,2,0,2,0,0.00202008032128514,0.00198412698412698,2,0,2,0,0.00430971777713122,0.00420168067226891
"35","City of Boerne",1,0,1,0,0.00145691815936556,0.00125786163522013,1,0,1,0,0.00304526142586999,0.00268096514745308,1,0,1,0,0.00223537672541752,0.00198412698412698,1,0,1,0,0.00440209517441213,0.00420168067226891
"36","City of Houston",4,0,4,0,0.00145878384461196,0.00125786163522013,1,0,1,0,0.00268817204301075,0.00268096514745308,3,0,3,0,0.00223785308472254,0.00198412698412698,2,0,2,0,0.00440193164933135,0.00420168067226891
"37","City of Houston Green Building Resource Center",0,8,8,0,0.00125786163522013,0.00255178287348749,0,7,7,0,0.00268096514745308,0.00398453315624297,0,6,6,0,0.00198412698412698,0.00271645208675365,0,2,2,0,0.00420168067226891,0.00423728813559322
"38","City of Houston Resiliency Office",1,0,1,0,0.00145675510552301,0.00125786163522013,1,0,1,0,0.00270992839087075,0.00268096514745308,1,0,1,0,0.00202407970769553,0.00198412698412698,1,0,1,0,0.00421940928270042,0.00420168067226891
"39","City of Pasadena",1,0,1,0,0.00145842211217727,0.00125786163522013,1,0,1,0,0.00268817204301075,0.00268096514745308,1,0,1,0,0.00198807157057654,0.00198412698412698,1,0,1,0,0.00421940928270042,0.00420168067226891
"40","City of San Antonio Parks and Recreation",3,0,3,0,0.00145680856177767,0.00125786163522013,2,0,2,0,0.00304486261285227,0.00268096514745308,2,0,2,0,0.00224026509061271,0.00198412698412698,2,0,2,0,0.00423728813559322,0.00420168067226891
"41","Coalition for Environment, Equity, and Resilience",3,0,3,0,0.00145702509973465,0.00125786163522013,2,0,2,0,0.00304481276856967,0.00268096514745308,3,0,3,0,0.00225464488222506,0.00198412698412698,2,0,2,0,0.00442213680635892,0.00420168067226891
"42","Comal County Conservation Alliance",4,6,10,0.00527779873963896,0.0014545241379563,0.00253751949479713,2,0,2,0,0.00304476292591895,0.00268096514745308,3,0,3,0,0.00223481061868266,0.00198412698412698,1,0,1,0,0.00421940928270042,0.00420168067226891
"43","Comal Master Gardeners",1,0,1,0,0.00145606854158414,0.00125786163522013,1,0,1,0,0.00268817204301075,0.00268096514745308,1,0,1,0,0.00198807157057654,0.00198412698412698,1,0,1,0,0.00421940928270042,0.00420168067226891
"44","Community Development Corporation of Brownsville",1,0,1,0,0.00145589766909683,0.00125786163522013,1,0,1,0,0.0030426958939964,0.00268096514745308,1,0,1,0,0.00223337181422609,0.00198412698412698,1,0,1,0,0.00438328802086223,0.00420168067226891
"45","Community Powered Workshop",1,0,1,0,0.00145704916348128,0.00125786163522013,1,0,1,0,0.0030457600890803,0.00268096514745308,1,0,1,0,0.00223578410237491,0.00198412698412698,1,0,1,0,0.00438458549941724,0.00420168067226891
"46","Creative Action",1,7,8,2.22348572680984e-05,0.00126103204514304,0.00126903553299492,0,5,5,0,0.00268096514745308,0.00271739130434783,1,6,7,4.75236232010328e-05,0.00199202398349353,0.00200803212851406,0,2,2,0,0.00420168067226891,0.00423728813559322
"47","Dallas Workforce Solutions",1,0,1,0,0.00145731124240372,0.00125786163522013,1,0,1,0,0.00269539825958424,0.00268096514745308,1,0,1,0,0.00199202398349353,0.00198412698412698,1,0,1,0,0.00421940928270042,0.00420168067226891
"48","Dogwood Canyon Audubon Center at Cedar Hill",2,4,6,1.27056327246276e-05,0.00126103404791929,0.00126422250316056,1,0,1,0,0.00268817204301075,0.00268096514745308,1,2,3,7.92060386683881e-06,0.00198807157057654,0.00199203187250996,1,0,1,0,0.00421940928270042,0.00420168067226891
"49","Eco Centro",1,0,1,0,0.0014567657964601,0.00125786163522013,1,0,1,0,0.00304473800520552,0.00268096514745308,1,0,1,0,0.00223525752121939,0.00198412698412698,1,0,1,0,0.00421940928270042,0.00420168067226891
"50","El Buen Samaritano",1,10,11,0.00155554163069545,0.00145583360225306,0.00127388535031847,0,4,4,0,0.00268096514745308,0.002710027100271,1,4,5,0.000110888454135743,0.00201195976080478,0.002,1,10,11,0.00089394264463992,0.0042912238135762,0.0043859649122807
"51","Energy Foundation",1,0,1,0,0.00145617802785078,0.00125786163522013,1,0,1,0,0.00304376641547412,0.00268096514745308,1,0,1,0,0.00223389750718356,0.00198412698412698,1,0,1,0,0.00438312589003347,0.00420168067226891
"52","Environment Texas",2,0,2,0,0.00146067043669263,0.00125786163522013,2,0,2,0,0.00306314021277297,0.00268096514745308,2,0,2,0,0.00223918801611503,0.00198412698412698,1,0,1,0,0.00421940928270042,0.00420168067226891
"53","Environmental Defense Fund",6,10,16,0.00545834959667835,0.00145491326408142,0.00253537227503361,4,3,7,0.00718947144692732,0.00303720577069096,0.00372145136603275,4,10,14,0.00246758870039109,0.00223100430676975,0.00257856154201056,2,3,5,0.00275334334549095,0.00436576649596581,0.00489123704957279
"54","EPA",2,0,2,0,0.00146312249504768,0.00125786163522013,2,0,2,0,0.00306349337066623,0.00268096514745308,1,0,1,0,0.00224035489359428,0.00198412698412698,1,0,1,0,0.00421940928270042,0.00420168067226891
"55","Families in Nature",2,11,13,0.00335952971704716,0.0014540047392497,0.00253233995866609,1,2,3,7.24574674665971e-06,0.00268817204301075,0.00269541778975741,1,11,12,0.000330213746924637,0.00200796800025549,0.00282397062621408,1,8,9,0.0011442465851391,0.00427319606216869,0.00469288345016039
"56","Farm and Ranch Freedom Alliance",3,6,9,0.00497426344006623,0.00145282083279203,0.00253506466969129,2,6,8,0.00365547923368982,0.00272465593894427,0.00382491748665906,2,4,6,0.000178213587003873,0.00199998409555391,0.0020406838522269,1,0,1,0,0.00421940928270042,0.00420168067226891
"57","Farm&City",1,11,12,1.58820409057846e-05,0.00125944584382872,0.00127551020408163,1,3,4,1.44914934933194e-05,0.00268817204301075,0.0027027027027027,0,9,9,0,0.00198412698412698,0.00202020202020202,0,8,8,0,0.00420168067226891,0.00434782608695652
"58","Farmshare Austin",2,10,12,0.000505419481758417,0.00145281551621609,0.00253196041978246,1,0,1,0,0.00272463598277327,0.00268096514745308,1,7,8,5.94045290012911e-05,0.00199599214301304,0.00210929768354664,2,0,2,0,0.0042916123424598,0.00420168067226891
"59","Friends for the Preservation of Historic Landa Park",1,7,8,0.000597958840102789,0.001454239088628,0.00253558278486187,0,7,7,0,0.00268096514745308,0.0038039532481875,0,6,6,0,0.00198412698412698,0.00261139982452224,0,7,7,0,0.00420168067226891,0.00432900432900433
"60","Gemini Ink",1,0,1,0,0.00145549467571249,0.00125786163522013,1,0,1,0,0.00268817204301075,0.00268096514745308,1,0,1,0,0.00198807157057654,0.00198412698412698,1,0,1,0,0.00421940928270042,0.00420168067226891
"61","Go Austin Vamos Austin",4,7,11,0.00483402343665795,0.00145334470627428,0.00253364094414821,0,4,4,0,0.00268096514745308,0.00375787942459997,0,5,5,0,0.00198412698412698,0.00260345229160736,3,2,5,0.000250303940499178,0.00432868806049205,0.00423728813559322
